protocol,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_packets,dst2src_packets,src2dst_bytes,dst2src_bytes,bidirectional_mean_ps,bidirectional_syn_packets,bidirectional_ack_packets,bidirectional_rst_packets,bidirectional_fin_packets,bidirectional_psh_packets,bytes_asymmetry_ratio,packets_asymmetry_ratio,bidirectional_packets_per_ms,bytes_per_packet,syn_ack_ratio_nfstream,manual_packet_count,iat_mean_ms,iat_std_ms,iat_cv,rtt_estimate_ms,tcp_window_min,tcp_window_max,tcp_window_mean,tcp_window_var,syn_ack_ratio_manual,duration_zero_flag,syn_ack_ratio_nfstream_missing,iat_mean_ms_missing,iat_std_ms_missing,iat_cv_missing,rtt_estimate_ms_missing,tcp_window_min_missing,tcp_window_max_missing,tcp_window_mean_missing,tcp_window_var_missing,syn_ack_ratio_manual_missing,label
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0140666961669921,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0090599060058593,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,2,154,1,1,96,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
6,1,2,154,1,1,112,54,80.76190476190476,1,1,0,0,0,1.0727272727272728,1.0,1.0,80.76190476190476,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0100135803222656,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,88,1,0,88,0,81.5,0,0,0,0,0,43.0,2.0,1.0,81.5,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,icmp_flood
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,2,154,1,1,96,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
6,1,2,154,1,1,112,54,80.0909090909091,1,1,0,0,0,1.0727272727272728,1.0,1.0,80.0909090909091,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,1,88,1,0,88,0,81.5,0,0,0,0,0,43.0,2.0,1.0,81.5,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,icmp_flood
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0171661376953125,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,1,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,1,0,0,0,0,0,port_sweep
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0090599060058593,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0200271606445312,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0109672546386718,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,port_sweep
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.1224105461393596,1.4,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.1224105461393596,1.4,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,1,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0162124633789062,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,43.0,1.21875,2.0,81.5,1.0,2,0.0256896018981933,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
1,1,2,154,1,1,112,54,42.0,0,0,0,0,0,1.0727272727272728,1.0,2.0,42.0,1.0,2,0.0069141387939453,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,1,0,0,0,1,1,1,1,1,1,icmp_flood
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.0336541069878472,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,43.0,1.86013986013986,2.0,81.5,1.0,2,0.0228300470436735,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,1,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0131130218505859,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,2,154,1,1,96,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0169277191162109,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.4,2.0,81.5,1.0,2,0.078439712524414,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.1205273069679849,1.4,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0078678131103515,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0078678131103515,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.1224105461393596,1.4,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,1,2,154,1,1,98,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,1,0,0,0,1,1,1,1,1,1,normal
17,0,2,154,1,1,99,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0069141387939453,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,port_sweep
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0159740447998046,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,2,154,1,1,99,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0388622283935546,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0579357147216796,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,port_sweep
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,1,2,154,1,0,112,0,81.5,0,0,0,0,0,43.0,2.0,2.0,81.5,1.0,2,0.0305367367608206,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,1,0,0,0,1,1,1,1,1,1,port_sweep
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,43.0,1.3448275862068966,2.0,81.5,1.0,2,0.0281554002028245,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0138282775878906,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0081062316894531,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0188350677490234,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0090599060058593,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0181198120117187,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,80.1590909090909,1,1,0,0,0,1.0727272727272728,1.0,1.0,80.1590909090909,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.0769230769230769,2.0,81.5,1.0,2,0.06142258644104,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0069141387939453,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0181198120117187,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0159740447998046,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0081062316894531,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.019073486328125,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,1,2,154,1,1,112,54,80.15909090909092,1,1,0,0,0,1.0727272727272728,1.0,1.0,80.1590909090909,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,154,1,1,112,54,81.5,1,1,0,0,0,1.1224105461393596,1.4,2.0,81.5,1.0,2,0.0754462348090277,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0619888305664062,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,port_sweep
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0109672546386718,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0100135803222656,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,port_sweep
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.1224105461393596,1.4,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,2,154,1,1,96,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0081062316894531,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0591278076171875,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,port_sweep
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0171661376953125,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,43.0,2.0,2.0,81.5,1.0,2,0.0423361345664742,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0121593475341796,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
17,0,2,154,1,1,99,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0081062316894531,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,80.48837209302327,1,1,0,0,0,1.0727272727272728,1.0,1.0,80.48837209302326,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0081062316894531,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
17,0,1,88,1,0,88,0,81.5,0,0,0,0,0,43.0,2.0,1.0,81.5,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,icmp_flood
17,0,1,42,1,0,42,0,42.0,0,0,0,0,0,43.0,2.0,1.0,42.0,1.0,1,0.0128746032714843,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,1,1,1,1,1,1,1,1,1,udp_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.3333333333333333,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0090599060058593,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,1.0727272727272728,1.018867924528302,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0,2,112,1,1,58,54,56.0,1,1,1,0,0,1.0727272727272728,1.0,2.0,56.0,1.0,2,0.0090599060058593,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,0,0,0,0,1,0,0,0,0,0,syn_scan
6,1,2,154,1,1,112,54,81.5,1,1,0,0,0,43.0,1.1666666666666667,2.0,81.5,1.0,2,0.041052500406901,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,0,0,0,0,0,0,0,0,0,0,0,normal
17,0,2,154,1,1,99,54,81.5,0,0,0,0,0,1.0727272727272728,1.0,2.0,81.5,1.0,2,0.08767975701226247,0.0,0.0,0.0269412994384765,0.0,1024.0,512.0,262144.0,1.0,1,1,0,0,0,1,1,1,1,1,1,normal
